node_id,community_id,node_type_mask,label,is_target,importance_annotator1,importance_annotator2,importance_annotator3,importance_annotator4,importance_annotator5
20,38,link,1,0,2,0,2,,2
0,39,link,0,0,,,0,,0
1,39,entity_1,,0,,,0,,0
2,39,link,1,0,,,2,,2
3,39,link,0,0,,,0,,0
4,39,link,1,0,,,1,,1
5,39,link,0,0,,,0,,0
6,39,entity_0,,0,,,2,,2
7,39,entity_2,,0,,,2,,1
8,39,link,1,0,,,1,,1
9,39,entity_1,,0,,,2,,2
10,39,link,0,0,,,0,,0
11,39,node,,0,,,0,,0
12,39,node,,0,,,0,,0
13,39,link,1,1,,,2,,0
14,39,entity_0,,0,,,0,,0
15,39,entity_1,,0,,,0,,0
16,39,entity_0,,0,,,0,,0
17,39,link,0,0,,,0,,0
18,39,link,0,0,,,0,,0
19,39,node,,0,,,2,,2
0,40,link,0,0,,,2,,2
1,40,link,0,1,,,2,,2
2,40,entity_2,,0,,,0,,0
3,40,link,0,0,,,2,,2
4,40,link,0,0,,,0,,0
5,40,link,0,0,,,0,,0
6,40,link,0,0,,,0,,0
7,40,link,0,0,,,0,,0
8,40,link,0,0,,,0,,0
9,40,entity_1,,0,,,0,,0
10,40,entity_2,,0,,,0,,0
11,40,link,0,0,,,2,,1
12,40,link,1,0,,,0,,0
13,40,entity_0,,0,,,2,,2
14,40,entity_1,,0,,,2,,2
15,40,link,0,0,,,0,,0
16,40,entity_0,,0,,,0,,0
17,40,entity_2,,0,,,2,,2
18,40,link,0,0,,,0,,0
19,40,node,,0,,,2,,2
20,40,link,0,0,,,0,,0
